recall@010,recall@020,ndcg@010,ndcg@020,accuracy@010,accuracy@020,precision@010,precision@020,f1@010,f1@020,mrr@010,mrr@020,phr@010,phr@020,user_id
0.5,0.5,0.29007579773858083,0.29007579773858083,0.5,0.5,0.2,0.1,0.28571428571428575,0.16666666666666669,0.2,0.2,1.0,1.0,0
0.33333333333333326,0.33333333333333326,0.4539036202482203,0.4539036202482203,0.33333333333333326,0.33333333333333326,0.2,0.1,0.25000000000000006,0.1538461538461538,1.0,1.0,1.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012820512820512775,0.012820512820512775,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013831258644536604,0.0013831258644536604,0.0,0.0,3
0.5,0.5,0.5413996682199069,0.5413996682199069,0.5,0.5,0.20000000000000007,0.10000000000000003,0.2857142857142858,0.16666666666666669,1.0000000000000002,1.0000000000000002,1.0,1.0,4
0.0,0.125,0.0,0.06643528327297621,0.0,0.125,0.0,0.04999999999999999,0.0,0.07142857142857145,0.0769230769230771,0.0769230769230771,0.0,1.0,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040096230954311807,0.00040096230954311807,0.0,0.0,6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0370370370370372,0.0370370370370372,0.0,0.0,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030674846625768915,0.0030674846625768915,0.0,0.0,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030030030030028243,0.0030030030030028243,0.0,0.0,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010620220900614541,0.00010620220900614541,0.0,0.0,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016669444907480013,0.00016669444907480013,0.0,0.0,11
0.5,0.5,0.3065735963827292,0.3065735963827292,0.5,0.5,0.09999999999999998,0.04999999999999999,0.16666666666666674,0.09090909090909094,0.3333333333333335,0.3333333333333335,1.0,1.0,12
0.4999999999999998,0.4999999999999998,0.2184074368181641,0.2184074368181641,0.4999999999999998,0.4999999999999998,0.09999999999999998,0.04999999999999999,0.16666666666666674,0.09090909090909094,0.16666666666666652,0.16666666666666652,1.0,1.0,13
0.10000000000000009,0.09090909090909083,0.22009176629808014,0.2073612289146658,0.09090909090909083,0.09090909090909083,0.09999999999999998,0.04999999999999999,0.10000000000000009,0.06451612903225801,1.0,1.0,1.0,1.0,14
0.125,0.125,0.1264713513838287,0.1264713513838287,0.125,0.125,0.09999999999999998,0.050000000000000044,0.11111111111111116,0.0714285714285714,0.33333333333333304,0.33333333333333304,1.0,1.0,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008539709649868499,0.0008539709649868499,0.0,0.0,16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010706638115633993,0.0010706638115633993,0.0,0.0,17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002557544757033625,0.002557544757033625,0.0,0.0,18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496138,0.007751937984496138,0.0,0.0,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007042253521127861,0.0007042253521127861,0.0,0.0,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008000000000000007,0.008000000000000007,0.0,0.0,21
0.1428571428571428,0.1428571428571428,0.2748763329142907,0.2748763329142907,0.1428571428571428,0.1428571428571428,0.10000000000000009,0.050000000000000044,0.11764705882352944,0.07407407407407407,1.0,1.0,1.0,1.0,22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034965034965033226,0.0034965034965033226,0.0,0.0,23
0.3333333333333335,0.3333333333333335,0.296081910965865,0.29608191096586545,0.3333333333333335,0.3333333333333335,0.10000000000000009,0.050000000000000044,0.15384615384615374,0.08695652173913049,0.5,0.5,1.0,1.0,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003095975232198178,0.003095975232198178,0.0,0.0,25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044563279857356974,0.00044563279857356974,0.0,0.0,26
0.25,0.25,0.12315119437036515,0.12315119437036515,0.25,0.25,0.10000000000000009,0.050000000000000044,0.1428571428571428,0.08333333333333326,0.125,0.125,1.0,1.0,27
1.0000000000000004,1.0,1.0,1.0,1.0,1.0,0.10000000000000009,0.050000000000000044,0.18181818181818188,0.09523809523809512,1.0,1.0,1.0,1.0,28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666607,0.016666666666666607,0.0,0.0,29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007462686567164312,0.007462686567164312,0.0,0.0,30
0.0,0.16666666666666696,0.0,0.07565060337470353,0.0,0.16666666666666696,0.0,0.050000000000000044,0.0,0.07692307692307687,0.06666666666666643,0.06666666666666643,0.0,1.0,31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027195,0.027027027027027195,0.0,0.0,32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714235,0.014285714285714235,0.0,0.0,33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468055,0.02127659574468055,0.0,0.0,34
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005858230814297372,0.0005858230814297372,0.0,0.0,35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009057971014492239,0.0009057971014492239,0.0,0.0,36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219079,0.012195121951219079,0.0,0.0,37
0.09999999999999964,0.05555555555555536,0.07336392209936005,0.05064917103240507,0.05555555555555536,0.05555555555555536,0.10000000000000009,0.050000000000000044,0.09999999999999987,0.05263157894736836,0.14285714285714324,0.14285714285714324,1.0,1.0,38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913043478226,0.02173913043478226,0.0,0.0,39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002512562814070307,0.002512562814070307,0.0,0.0,40
0.25,0.25,0.2463023887407303,0.2463023887407303,0.25,0.25,0.10000000000000009,0.050000000000000044,0.1428571428571428,0.08333333333333326,0.5,0.5,1.0,1.0,41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003984063745019917,0.003984063745019917,0.0,0.0,42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009033423667572649,0.0009033423667572649,0.0,0.0,43
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088435604,0.006802721088435604,0.0,0.0,44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012870012870012104,0.0012870012870012104,0.0,0.0,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020016012810231132,0.00020016012810231132,0.0,0.0,46
0.09999999999999964,0.09999999999999964,0.0694312219367772,0.07714693474999113,0.0370370370370372,0.0740740740740744,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.125,0.125,1.0,1.0,47
0.16666666666666696,0.16666666666666696,0.190920866178935,0.190920866178935,0.16666666666666696,0.16666666666666696,0.10000000000000009,0.050000000000000044,0.125,0.07692307692307687,0.4999999999999991,0.4999999999999991,1.0,1.0,48
0.0,0.5,0.0,0.141868901865994,0.0,0.5,0.0,0.050000000000000044,0.0,0.09090909090909083,0.05263157894736814,0.05263157894736814,0.0,1.0,49
0.16666666666666696,0.16666666666666696,0.3026024134988132,0.3026024134988132,0.16666666666666696,0.16666666666666696,0.10000000000000009,0.050000000000000044,0.125,0.07692307692307687,1.0,1.0,1.0,1.0,50
0.25,0.25,0.2463023887407303,0.2463023887407303,0.25,0.25,0.10000000000000009,0.050000000000000044,0.1428571428571428,0.08333333333333326,0.5,0.5,1.0,1.0,51
0.0,0.25,0.0,0.10889376106823256,0.0,0.25,0.0,0.050000000000000044,0.0,0.08333333333333326,0.09090909090909172,0.09090909090909172,0.0,1.0,52
0.5,0.5,0.38685280723454163,0.38685280723454163,0.5,0.5,0.10000000000000009,0.050000000000000044,0.16666666666666652,0.09090909090909105,0.5,0.5,1.0,1.0,53
0.0,0.33333333333333304,0.0,0.10858087310103315,0.0,0.33333333333333304,0.0,0.050000000000000044,0.0,0.08695652173913038,0.05263157894736814,0.05263157894736814,0.0,1.0,54
0.5,0.5,0.6131471927654584,0.6131471927654584,0.5,0.5,0.10000000000000009,0.050000000000000044,0.16666666666666652,0.09090909090909083,1.0,1.0,1.0,1.0,55
0.16666666666666696,0.16666666666666696,0.3026024134988132,0.3026024134988132,0.16666666666666696,0.16666666666666696,0.10000000000000009,0.050000000000000044,0.125,0.0769230769230771,1.0,1.0,1.0,1.0,56
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727273373,0.022727272727273373,0.0,0.0,57
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008605851979339718,0.0008605851979339718,0.0,0.0,58
0.0,0.125,0.0,0.06188256935695691,0.0,0.125,0.0,0.050000000000000044,0.0,0.07142857142857162,0.0625,0.0625,0.0,1.0,59
0.25,0.2499999999999991,0.11284514134893531,0.11284514134893531,0.25,0.2499999999999991,0.10000000000000009,0.050000000000000044,0.1428571428571428,0.08333333333333348,0.09999999999999964,0.09999999999999964,1.0,1.0,60
0.125,0.125,0.15958907712489623,0.15958907712489623,0.125,0.125,0.10000000000000009,0.050000000000000044,0.11111111111111116,0.07142857142857162,0.5,0.5,1.0,1.0,61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021276595744676996,0.0021276595744676996,0.0,0.0,62
0.2857142857142856,0.2857142857142865,0.41231449937143605,0.41231449937143605,0.2857142857142856,0.2857142857142865,0.20000000000000018,0.10000000000000009,0.23529411764705888,0.14814814814814836,1.0,1.0,1.0,1.0,63
0.20000000000000018,0.14285714285714235,0.28634598975246917,0.23185694348746377,0.14285714285714324,0.14285714285714235,0.20000000000000018,0.10000000000000009,0.20000000000000018,0.11764705882352944,1.0,1.0,1.0,1.0,64
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666075,0.041666666666666075,0.0,0.0,65
0.09999999999999964,0.05000000000000071,0.09478836436955085,0.06117331537803228,0.04545454545454586,0.04545454545454497,0.10000000000000009,0.050000000000000044,0.10000000000000009,0.04999999999999982,0.25,0.25,1.0,1.0,66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142847,0.02857142857142847,0.0,0.0,67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029197080291964994,0.00029197080291964994,0.0,0.0,68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00079872204472764,0.00079872204472764,0.0,0.0,69
1.0000000000000009,1.0,0.9999999999999991,0.9999999999999991,1.0000000000000009,1.0,0.10000000000000009,0.050000000000000044,0.18181818181818166,0.09523809523809534,1.0,1.0,1.0,1.0,70
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029239766081872176,0.0029239766081872176,0.0,0.0,71
0.5,0.5,0.3065735963827301,0.3065735963827301,0.5,0.5,0.10000000000000009,0.050000000000000044,0.16666666666666696,0.09090909090909083,0.33333333333333215,0.33333333333333215,1.0,1.0,72
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007812499999992895,0.0007812499999992895,0.0,0.0,73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004029008863817296,0.0004029008863817296,0.0,0.0,74
0.0,0.16666666666666607,0.0,0.08177471774917144,0.0,0.16666666666666607,0.0,0.050000000000000044,0.0,0.0769230769230771,0.08333333333333215,0.08333333333333215,0.0,1.0,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022988505747143506,0.0022988505747143506,0.0,0.0,76
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022371364653253067,0.0022371364653253067,0.0,0.0,77
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010672358591250486,0.0010672358591250486,0.0,0.0,78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019018638265677623,0.00019018638265677623,0.0,0.0,79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468055,0.02127659574468055,0.0,0.0,80
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333332149,0.005208333333332149,0.0,0.0,81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010416666666657193,0.0010416666666657193,0.0,0.0,82
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481924,0.007518796992481924,0.0,0.0,83
0.5,0.5,0.6131471927654584,0.6131471927654584,0.5,0.5,0.10000000000000009,0.04999999999999982,0.16666666666666696,0.09090909090909083,1.0,1.0,1.0,1.0,84
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03999999999999915,0.03999999999999915,0.0,0.0,85
0.5,0.5,0.30718371578189263,0.30718371578189263,0.5,0.5,0.20000000000000018,0.10000000000000009,0.2857142857142856,0.16666666666666652,0.25,0.25,1.0,1.0,86
0.6666666666666661,0.6666666666666661,0.6508205185601099,0.6508205185601099,0.6666666666666661,0.6666666666666661,0.20000000000000018,0.10000000000000009,0.3076923076923075,0.17391304347826075,1.0,1.0,1.0,1.0,87
0.0,1.0,0.0,0.27894294565112965,0.0,1.0,0.0,0.04999999999999982,0.0,0.09523809523809534,0.09090909090908994,0.09090909090908994,0.0,1.0,88
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003225806451613522,0.003225806451613522,0.0,0.0,89
0.0,0.5,0.0,0.15000679310833753,0.0,0.5,0.0,0.04999999999999982,0.0,0.09090909090909083,0.0625,0.0625,0.0,1.0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024108003857392646,0.00024108003857392646,0.0,0.0,91
0.09999999999999964,0.07142857142857117,0.22009176629808103,0.17821029819465117,0.07142857142857117,0.07142857142857117,0.10000000000000009,0.04999999999999982,0.09999999999999964,0.0588235294117645,1.0,1.0,1.0,1.0,92
0.1999999999999993,0.1999999999999993,0.33916020527361646,0.33916020527361646,0.1999999999999993,0.1999999999999993,0.10000000000000009,0.04999999999999982,0.13333333333333375,0.08000000000000007,1.0,1.0,1.0,1.0,93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976745095,0.011627906976745095,0.0,0.0,94
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454546746,0.045454545454546746,0.0,0.0,95
0.6666666666666661,0.6666666666666661,0.6508205185601099,0.6508205185601099,0.6666666666666661,0.6666666666666661,0.19999999999999973,0.10000000000000009,0.3076923076923075,0.1739130434782612,1.0,1.0,1.0,1.0,96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01785714285714235,0.01785714285714235,0.0,0.0,97
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468055,0.02127659574468055,0.0,0.0,98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434781373,0.021739130434781373,0.0,0.0,99
0.09999999999999964,0.09999999999999964,0.11004588314903962,0.11004588314903962,0.09999999999999964,0.09999999999999964,0.09999999999999964,0.04999999999999982,0.09999999999999964,0.06666666666666643,0.33333333333333215,0.33333333333333215,1.0,1.0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623187582,0.014492753623187582,0.0,0.0,101
0.11111111111111072,0.11111111111111072,0.09092803061897925,0.09092803061897925,0.11111111111111072,0.11111111111111072,0.09999999999999964,0.04999999999999982,0.10526315789473717,0.068965517241379,0.1999999999999993,0.1999999999999993,1.0,1.0,102
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021834061135379557,0.0021834061135379557,0.0,0.0,103
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029940119760496486,0.0029940119760496486,0.0,0.0,104
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002102165230191133,0.0002102165230191133,0.0,0.0,105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021413276231250222,0.0021413276231250222,0.0,0.0,106
0.14285714285714235,0.14285714285714235,0.0979129253499682,0.0979129253499682,0.14285714285714235,0.14285714285714235,0.09999999999999964,0.04999999999999982,0.117647058823529,0.0740740740740744,0.16666666666666785,0.16666666666666785,1.0,1.0,107
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695663,0.0434782608695663,0.0,0.0,108
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088433827,0.006802721088433827,0.0,0.0,109
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03999999999999915,0.03999999999999915,0.0,0.0,110
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01666666666666572,0.01666666666666572,0.0,0.0,111
0.14285714285714235,0.4285714285714288,0.2748763329142907,0.41515154165679924,0.14285714285714235,0.4285714285714288,0.09999999999999964,0.1499999999999999,0.117647058823529,0.22222222222222232,1.0,1.0,1.0,1.0,112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036310820624407825,0.00036310820624407825,0.0,0.0,113
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030892801976989404,0.00030892801976989404,0.0,0.0,114
